episode_id,round,condition,hidden_target_type,initial_target_type,final_target_type,swap_condition,rounds_since_swap,primary_strategy,probe_pred,probe_p_fairness,probe_p_risk,probe_p_expertise,probe_matches_active,probe_matches_initial,probe_matches_final,behaviour_matches_final,behaviour_matches_initial,probe_p_final,bayes_pred,bayes_p_final,bayes_matches_final
full_history-000-fairness,3,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999997818733376,2.0233030129445586e-07,1.579636118572295e-08,1,1,1,0,0,0.9999997818733376,risk,0.19158479912636983,0
full_history-000-fairness,4,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999489561284806,1.1997094641545476e-08,5.103187442492368e-05,1,1,1,0,0,0.9999489561284806,fairness,0.33678672176387503,1
full_history-000-fairness,5,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.999865402271286,1.1234313433867531e-08,0.00013458649440040157,1,1,1,1,1,0.999865402271286,fairness,0.424678185737348,1
full_history-000-fairness,6,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999725403778,1.070154801546928e-10,2.7352606736406213e-08,1,1,1,1,1,0.9999999725403778,fairness,0.5678472054939979,1
full_history-000-fairness,7,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999904812743,3.413152062281271e-10,9.17741048915352e-09,1,1,1,1,1,0.9999999904812743,fairness,0.6748518897394868,1
full_history-000-fairness,8,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999997668839541,6.367982695765868e-09,2.2674806327301548e-07,1,1,1,1,1,0.9999997668839541,fairness,0.7421163196816665,1
full_history-000-risk,1,full_history,risk,risk,risk,False,,expertise,risk,5.393007493275459e-09,0.9999999182688188,7.633817362853685e-08,1,1,1,0,0,0.9999999182688188,fairness,0.3333333333333333,0
full_history-000-risk,2,full_history,risk,risk,risk,False,,expertise,risk,1.8522251077791416e-08,0.9999999787199791,2.7577698028062917e-09,1,1,1,0,0,0.9999999787199791,expertise,0.2567070016638839,0
full_history-000-risk,3,full_history,risk,risk,risk,False,,expertise,risk,5.247051879946622e-07,0.9999990749559673,4.003388448114234e-07,1,1,1,0,0,0.9999990749559673,expertise,0.19158479912636983,0
full_history-000-risk,4,full_history,risk,risk,risk,False,,fairness,risk,3.8009974752671246e-08,0.9999923928385009,7.5691515243269185e-06,1,1,1,0,0,0.9999923928385009,fairness,0.336786721763875,0
full_history-000-risk,5,full_history,risk,risk,risk,False,,fairness,risk,2.6966342967698375e-12,0.9999999983812393,1.6160638987165094e-09,1,1,1,0,0,0.9999999983812393,fairness,0.2582649901931626,0
full_history-000-risk,6,full_history,risk,risk,risk,False,,risk,risk,1.009513477095658e-07,0.9999998086749586,9.037369375111196e-08,1,1,1,1,1,0.9999998086749586,risk,0.38424453430362165,1
full_history-000-risk,7,full_history,risk,risk,risk,False,,risk,risk,1.1684081376919109e-07,0.9999730214010156,2.6861758170545997e-05,1,1,1,1,1,0.9999730214010156,risk,0.5333039137976798,1
full_history-000-risk,8,full_history,risk,risk,risk,False,,risk,risk,1.4063827259538124e-06,0.9999946049824991,3.9886347747384395e-06,1,1,1,1,1,0.9999946049824991,risk,0.6509919332920178,1
full_history-001-expertise,1,full_history,expertise,expertise,expertise,False,,expertise,expertise,1.9284070896031077e-07,1.0421507560175516e-09,0.9999998061171403,1,1,1,1,1,0.9999998061171403,fairness,0.3333333333333333,0
full_history-001-expertise,2,full_history,expertise,expertise,expertise,False,,expertise,expertise,7.339885907943267e-08,4.664053888887722e-09,0.9999999219370871,1,1,1,1,1,0.9999999219370871,expertise,0.48658599667223235,1
full_history-001-expertise,3,full_history,expertise,expertise,expertise,False,,expertise,expertise,2.08740695428828e-05,5.168493165406322e-07,0.9999786090811406,1,1,1,1,1,0.9999786090811406,expertise,0.6168304017472604,1
full_history-001-expertise,4,full_history,expertise,expertise,expertise,False,,expertise,expertise,7.521479761099051e-09,3.670289077435752e-05,0.9999632895877458,1,1,1,1,1,0.9999632895877458,expertise,0.7068217648548646,1
full_history-001-expertise,5,full_history,expertise,expertise,expertise,False,,expertise,expertise,5.473235277811289e-06,2.4873163241482158e-06,0.9999920394483981,1,1,1,1,1,0.9999920394483981,expertise,0.7604739346429333,1
full_history-001-expertise,6,full_history,expertise,expertise,expertise,False,,expertise,expertise,5.512977806817713e-09,1.7664286651577084e-08,0.9999999768227356,1,1,1,1,1,0.9999999768227356,expertise,0.7896924985784338,1
full_history-001-expertise,7,full_history,expertise,expertise,expertise,False,,expertise,expertise,9.336524229834161e-08,5.1779468810467005e-08,0.9999998548552889,1,1,1,1,1,0.9999998548552889,expertise,0.8048239243757207,1
full_history-001-expertise,8,full_history,expertise,expertise,expertise,False,,expertise,expertise,2.377593108335813e-06,4.225656592567111e-08,0.9999975801503257,1,1,1,1,1,0.9999975801503257,expertise,0.81245609230967,1
full_history-001-fairness,1,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999999821463573,3.1885073540848116e-09,1.4665135290603368e-08,1,1,1,0,0,0.9999999821463573,fairness,0.3333333333333333,1
full_history-001-fairness,2,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999697065396,3.0273709751152557e-08,1.9750626448589768e-11,1,1,1,1,1,0.9999999697065396,fairness,0.41966561786679085,1
full_history-001-fairness,3,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999636259955,3.619034918658402e-08,1.8365524896643128e-10,1,1,1,1,1,0.9999999636259955,fairness,0.5636798785512066,1
full_history-001-fairness,4,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999999722231862,2.7497034639741415e-08,2.797793758620319e-10,1,1,1,0,0,0.9999999722231862,risk,0.28706117143190685,0
full_history-001-fairness,5,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999989733061974,1.026386359337134e-06,3.0744321866842005e-10,1,1,1,0,0,0.9999989733061974,fairness,0.4107447083756891,1
full_history-001-fairness,6,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999972971343,7.070024599452628e-10,1.9958633297589785e-09,1,1,1,1,1,0.9999999972971343,fairness,0.5193057274035568,1
full_history-001-fairness,7,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.999999625015015,3.748957709897618e-07,8.921400946333217e-11,1,1,1,1,1,0.999999625015015,fairness,0.6409921473852699,1
full_history-001-fairness,8,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999743658237,2.5329526338107958e-08,3.04650172359825e-10,1,1,1,1,1,0.9999999743658237,fairness,0.7218425038389212,1
full_history-001-risk,1,full_history,risk,risk,risk,False,,risk,risk,3.5223426504534808e-09,0.999999996042986,4.346713261827922e-10,1,1,1,1,1,0.999999996042986,fairness,0.3333333333333333,0
full_history-001-risk,2,full_history,risk,risk,risk,False,,risk,risk,3.356325517079484e-08,0.9999976083633805,2.358073364297032e-06,1,1,1,1,1,0.9999976083633805,risk,0.48658599667223235,1
full_history-001-risk,3,full_history,risk,risk,risk,False,,risk,risk,1.7361314155036897e-08,0.9999999449470082,3.769167777782918e-08,1,1,1,1,1,0.9999999449470082,risk,0.6168304017472603,1
full_history-001-risk,4,full_history,risk,risk,risk,False,,risk,risk,4.376565697962485e-09,0.9999999939901636,1.6332707043271355e-09,1,1,1,1,1,0.9999999939901636,risk,0.7068217648548646,1
full_history-001-risk,5,full_history,risk,risk,risk,False,,risk,risk,2.8925812355278146e-10,0.9999999983994325,1.3113093454509623e-09,1,1,1,1,1,0.9999999983994325,risk,0.7604739346429334,1
full_history-001-risk,6,full_history,risk,risk,risk,False,,expertise,risk,2.343242372978663e-08,0.999999735180362,2.413872141632126e-07,1,1,1,0,0,0.999999735180362,risk,0.4642120707354481,1
full_history-001-risk,7,full_history,risk,risk,risk,False,,expertise,risk,6.420382341572794e-07,0.9999993110783761,4.68833897803354e-08,1,1,1,0,0,0.9999993110783761,expertise,0.35400850791959987,0
full_history-001-risk,8,full_history,risk,risk,risk,False,,fairness,risk,9.54536933585997e-10,0.9999999988162995,2.2916358879146036e-10,1,1,1,0,0,0.9999999988162995,risk,0.47660560372857447,1
full_history-002-expertise,1,full_history,expertise,expertise,expertise,False,,risk,expertise,2.9079362633019745e-08,2.9453516637553383e-07,0.9999996763854709,1,1,1,0,0,0.9999996763854709,fairness,0.3333333333333333,0
full_history-002-expertise,2,full_history,expertise,expertise,expertise,False,,risk,expertise,2.4348517450521003e-07,9.937694712775878e-10,0.999999755521056,1,1,1,0,0,0.999999755521056,risk,0.2567070016638839,0
full_history-002-expertise,3,full_history,expertise,expertise,expertise,False,,expertise,expertise,2.110036966277353e-09,3.6065464008993453e-09,0.9999999942834166,1,1,1,1,1,0.9999999942834166,fairness,0.38106605675835653,0
full_history-002-expertise,4,full_history,expertise,expertise,expertise,False,,expertise,expertise,6.76283054413534e-10,3.766359126975264e-08,0.9999999616601257,1,1,1,1,1,0.9999999616601257,expertise,0.5304959745396997,1
full_history-002-expertise,5,full_history,expertise,expertise,expertise,False,,expertise,expertise,3.899228400917402e-08,6.05689363056256e-11,0.999999960947147,1,1,1,1,1,0.999999960947147,expertise,0.6490017456007114,1
full_history-002-expertise,6,full_history,expertise,expertise,expertise,False,,expertise,expertise,1.0185975198150775e-11,4.668273627050219e-12,0.9999999999851457,1,1,1,1,1,0.9999999999851457,expertise,0.726718395815075,1
full_history-002-expertise,7,full_history,expertise,expertise,expertise,False,,fairness,expertise,5.0680414967322525e-08,2.7830296913590745e-08,0.9999999214892881,1,1,1,0,0,0.9999999214892881,expertise,0.426754404175262,1
full_history-002-expertise,8,full_history,expertise,expertise,expertise,False,,risk,expertise,2.604558489739567e-07,1.7841964961972427e-08,0.9999997217021861,1,1,1,0,0,0.9999997217021861,expertise,0.5117980668221539,1
full_history-002-fairness,1,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999999957659929,9.246432149681546e-10,3.309363823483411e-09,1,1,1,0,0,0.9999999957659929,fairness,0.3333333333333333,1
full_history-002-fairness,2,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999998611454692,1.2929639964192091e-07,9.558131248457563e-09,1,1,1,0,0,0.9999998611454692,risk,0.2567070016638839,0
full_history-002-fairness,3,full_history,fairness,fairness,fairness,False,,risk,fairness,0.999999997624218,7.72699507018062e-10,1.6030824991939445e-09,1,1,1,0,0,0.999999997624218,risk,0.19158479912636983,0
full_history-002-fairness,4,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999996170212179,3.5603267492694672e-09,3.794184555160194e-07,1,1,1,0,0,0.9999996170212179,risk,0.14658911757256776,0
full_history-002-fairness,5,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999816591330437,1.2396139155402712e-07,1.8216905564841202e-05,1,1,1,0,0,0.9999816591330437,risk,0.2968401136576039,0
full_history-002-fairness,6,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999996003385075,3.6767753571587754e-07,3.1983956636108955e-08,1,1,1,0,0,0.9999996003385075,expertise,0.23969328966992376,0
full_history-002-fairness,7,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999999936890676,3.573541671493862e-09,2.73739069341874e-09,1,1,1,0,0,0.9999999936890676,expertise,0.18572036821309273,0
full_history-002-fairness,8,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999995092992021,8.959974069771775e-08,4.011010572671001e-07,1,1,1,1,1,0.9999995092992021,risk,0.3187609940183358,0
full_history-002-risk,1,full_history,risk,risk,risk,False,,expertise,risk,7.464127652508222e-09,0.999978535464803,2.1457071069405506e-05,1,1,1,0,0,0.999978535464803,fairness,0.3333333333333333,0
full_history-002-risk,2,full_history,risk,risk,risk,False,,expertise,risk,2.338549623280791e-06,0.9999735921032569,2.4069347119932393e-05,1,1,1,0,0,0.9999735921032569,expertise,0.2567070016638839,0
full_history-002-risk,3,full_history,risk,risk,risk,False,,fairness,risk,9.325159292030334e-08,0.999999745256046,1.6149236122329907e-07,1,1,1,0,0,0.999999745256046,fairness,0.38106605675835653,0
full_history-002-risk,4,full_history,risk,risk,risk,False,,risk,risk,1.2954954373817987e-07,0.9999952730006608,4.597449795465404e-06,1,1,1,1,1,0.9999952730006608,risk,0.491881586530443,1
full_history-002-risk,5,full_history,risk,risk,risk,False,,risk,risk,1.6353742631688064e-07,0.9999982882430418,1.5482195317861536e-06,1,1,1,1,1,0.9999982882430418,risk,0.6208180002611126,1
full_history-002-risk,6,full_history,risk,risk,risk,False,,expertise,risk,1.8514167141090923e-08,0.9999181679519696,8.18135338632829e-05,1,1,1,0,0,0.9999181679519696,expertise,0.3295891730302861,0
full_history-002-risk,7,full_history,risk,risk,risk,False,,fairness,risk,7.851831197957215e-06,0.9998098378915324,0.0001823102772698222,1,1,1,0,0,0.9998098378915324,risk,0.4371705942369763,1
full_history-002-risk,8,full_history,risk,risk,risk,False,,risk,risk,3.6830516978514692e-06,0.9999735914595689,2.2725488733347192e-05,1,1,1,1,1,0.9999735914595689,risk,0.5535788913749119,1
full_history-003-expertise,1,full_history,expertise,expertise,expertise,False,,fairness,expertise,5.50021869344004e-07,3.986729486502276e-08,0.9999994101108358,1,1,1,0,0,0.9999994101108358,fairness,0.3333333333333333,0
full_history-003-expertise,2,full_history,expertise,expertise,expertise,False,,risk,expertise,1.4636151759878217e-07,7.386150216017046e-08,0.9999997797769803,1,1,1,0,0,0.9999997797769803,risk,0.41966561786679085,0
full_history-003-expertise,3,full_history,expertise,expertise,expertise,False,,risk,expertise,2.2529336615336376e-06,1.767541134422354e-08,0.999997729390927,1,1,1,0,0,0.999997729390927,risk,0.2932080467988617,0
full_history-003-expertise,4,full_history,expertise,expertise,expertise,False,,expertise,expertise,4.900838586029428e-08,1.5667011294755456e-09,0.9999999494249131,1,1,1,1,1,0.9999999494249131,expertise,0.46189619249023045,1
full_history-003-expertise,5,full_history,expertise,expertise,expertise,False,,fairness,expertise,3.9994719675378215e-08,1.0912074651766305e-07,0.9999998508845338,1,1,1,0,0,0.9999998508845338,risk,0.22377444100967125,0
full_history-003-expertise,6,full_history,expertise,expertise,expertise,False,,fairness,expertise,6.272537921996403e-10,1.1845793524447587e-10,0.9999999992542883,1,1,1,0,0,0.9999999992542883,fairness,0.18523983942819972,0
full_history-003-expertise,7,full_history,expertise,expertise,expertise,False,,risk,expertise,1.0442735363844287e-06,3.0733045908857515e-06,0.9999958824218728,1,1,1,0,0,0.9999958824218728,risk,0.2967499676177231,0
full_history-003-expertise,8,full_history,expertise,expertise,expertise,False,,risk,expertise,3.297490992504112e-07,2.712804577681938e-08,0.9999996431228549,1,1,1,0,0,0.9999996431228549,risk,0.2184494646475155,0
full_history-003-fairness,1,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999909301300041,9.077532891298779e-07,8.162116706836089e-06,1,1,1,0,0,0.9999909301300041,fairness,0.3333333333333333,1
full_history-003-fairness,2,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999995687183173,2.3393853824047758e-07,1.9734314448557047e-07,1,1,1,1,1,0.9999995687183173,fairness,0.41966561786679085,1
full_history-003-fairness,3,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999772838136,1.702513004476101e-08,5.691056415419771e-09,1,1,1,1,1,0.9999999772838136,fairness,0.5636798785512066,1
full_history-003-fairness,4,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999982973384971,7.708235779236685e-07,9.318379249573379e-07,1,1,1,1,1,0.9999982973384971,fairness,0.6720331781177475,1
full_history-003-fairness,5,full_history,fairness,fairness,fairness,False,,risk,fairness,0.9999999868121441,6.977220013846183e-11,1.3118083704664197e-08,1,1,1,0,0,0.9999999868121441,risk,0.37317750111472026,0
full_history-003-fairness,6,full_history,fairness,fairness,fairness,False,,expertise,fairness,0.9999999984477046,1.1320509015410947e-09,4.2024456850011354e-10,1,1,1,0,0,0.9999999984477046,fairness,0.48081132688870887,1
full_history-003-fairness,7,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999909501037,8.920217177035621e-09,1.296790457805105e-10,1,1,1,1,1,0.9999999909501037,fairness,0.5860448197336997,1
full_history-003-fairness,8,full_history,fairness,fairness,fairness,False,,fairness,fairness,0.999999960382596,3.734413948397556e-08,2.2732646968512463e-09,1,1,1,1,1,0.999999960382596,fairness,0.6869751141128977,1
full_history-003-risk,1,full_history,risk,risk,risk,False,,expertise,risk,7.245984068688889e-07,0.999999261648076,1.3753517161583729e-08,1,1,1,0,0,0.999999261648076,fairness,0.3333333333333333,0
full_history-003-risk,2,full_history,risk,risk,risk,False,,fairness,risk,4.703352922461332e-07,0.9999995205228543,9.141853294840322e-09,1,1,1,0,0,0.9999995205228543,fairness,0.41966561786679085,0
full_history-003-risk,3,full_history,risk,risk,risk,False,,fairness,risk,1.0424791584064517e-05,0.9999895746808378,5.275780909527146e-10,1,1,1,0,0,0.9999895746808378,fairness,0.2932080467988617,0
full_history-003-risk,4,full_history,risk,risk,risk,False,,risk,risk,5.662632853159293e-07,0.99999942308781,1.0648904809533102e-08,1,1,1,1,1,0.99999942308781,risk,0.46189619249023045,1
full_history-003-risk,5,full_history,risk,risk,risk,False,,risk,risk,3.7183565238312775e-07,0.9999996222030032,5.961344491449914e-09,1,1,1,1,1,0.9999996222030032,risk,0.5978293116260788,1
full_history-003-risk,6,full_history,risk,risk,risk,False,,expertise,risk,7.974085367066707e-09,0.9999999751929678,1.683294694769206e-08,1,1,1,0,0,0.9999999751929678,fairness,0.31177420817586055,0
full_history-003-risk,7,full_history,risk,risk,risk,False,,expertise,risk,9.869977019657843e-07,0.9999990007306454,1.2271652493967899e-08,1,1,1,0,0,0.9999990007306454,expertise,0.24396913188695207,0
full_history-003-risk,8,full_history,risk,risk,risk,False,,fairness,risk,6.434338976700971e-08,0.9999999355974235,5.918660232082094e-11,1,1,1,0,0,0.9999999355974235,fairness,0.363357274260857,0
no_history-000-expertise,1,no_history,expertise,expertise,expertise,False,,fairness,expertise,3.819799102909545e-06,3.133952942339278e-08,0.9999961488613677,1,1,1,0,0,0.9999961488613677,fairness,0.3333333333333333,0
no_history-000-expertise,2,no_history,expertise,expertise,expertise,False,,fairness,expertise,7.807697377063293e-09,6.720689755898249e-09,0.9999999854716128,1,1,1,0,0,0.9999999854716128,fairness,0.3333333333333333,0
no_history-000-expertise,3,no_history,expertise,expertise,expertise,False,,fairness,expertise,1.4607524152846785e-05,1.270590247343383e-07,0.9999852654168223,1,1,1,0,0,0.9999852654168223,fairness,0.3333333333333333,0
no_history-000-expertise,4,no_history,expertise,expertise,expertise,False,,fairness,expertise,1.1802242217299334e-07,9.231310549712162e-09,0.9999998727462673,1,1,1,0,0,0.9999998727462673,fairness,0.3333333333333333,0
no_history-000-expertise,5,no_history,expertise,expertise,expertise,False,,fairness,expertise,1.927353439289102e-05,9.182461106726203e-08,0.999980634640996,1,1,1,0,0,0.999980634640996,fairness,0.3333333333333333,0
no_history-000-expertise,6,no_history,expertise,expertise,expertise,False,,fairness,expertise,8.001554110435254e-08,2.409554065002483e-07,0.9999996790290524,1,1,1,0,0,0.9999996790290524,fairness,0.3333333333333333,0
no_history-000-expertise,7,no_history,expertise,expertise,expertise,False,,fairness,expertise,2.724044321464124e-06,5.9059190535265114e-08,0.999997216896488,1,1,1,0,0,0.999997216896488,fairness,0.3333333333333333,0
no_history-000-expertise,8,no_history,expertise,expertise,expertise,False,,fairness,expertise,2.972638128468272e-07,1.9301840855689588e-05,0.9999804008953314,1,1,1,0,0,0.9999804008953314,fairness,0.3333333333333333,0
no_history-000-fairness,1,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999929722567,2.4114716201721164e-09,4.616271556306043e-09,1,1,1,1,1,0.9999999929722567,fairness,0.3333333333333333,1
no_history-000-fairness,2,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9971263076669056,0.0028621791311366023,1.1513201957926058e-05,1,1,1,1,1,0.9971263076669056,fairness,0.3333333333333333,1
no_history-000-fairness,3,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9986747091290479,0.0013252623341043687,2.8536847563796502e-08,1,1,1,1,1,0.9986747091290479,fairness,0.3333333333333333,1
no_history-000-fairness,4,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999999278041788,7.154069425437538e-08,6.551270658437229e-10,1,1,1,1,1,0.9999999278041788,fairness,0.3333333333333333,1
no_history-000-fairness,5,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9996002431516241,0.000398691157177454,1.0656911984224779e-06,1,1,1,1,1,0.9996002431516241,fairness,0.3333333333333333,1
no_history-000-fairness,6,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9997899048282894,0.00021006980390492316,2.5367805807031737e-08,1,1,1,1,1,0.9997899048282894,fairness,0.3333333333333333,1
no_history-000-fairness,7,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9999970032506559,2.985210647970143e-06,1.1538696002356536e-08,1,1,1,1,1,0.9999970032506559,fairness,0.3333333333333333,1
no_history-000-fairness,8,no_history,fairness,fairness,fairness,False,,fairness,fairness,0.9997948821986493,0.00018783712824936902,1.7280673101312366e-05,1,1,1,1,1,0.9997948821986493,fairness,0.3333333333333333,1
no_history-000-risk,1,no_history,risk,risk,risk,False,,risk,risk,2.3888433131528613e-06,0.9999974043488346,2.0680785235071812e-07,1,1,1,1,1,0.9999974043488346,fairness,0.3333333333333333,0
no_history-000-risk,2,no_history,risk,risk,risk,False,,risk,risk,3.2335188683247057e-06,0.9999966820293131,8.445181837272857e-08,1,1,1,1,1,0.9999966820293131,fairness,0.3333333333333333,0
no_history-000-risk,3,no_history,risk,risk,risk,False,,risk,risk,2.0649166785910325e-07,0.9999996901960426,1.0331228939694011e-07,1,1,1,1,1,0.9999996901960426,fairness,0.3333333333333333,0
no_history-000-risk,4,no_history,risk,risk,risk,False,,risk,risk,8.320282378260438e-05,0.9999152152293784,1.5819468389055586e-06,1,1,1,1,1,0.9999152152293784,fairness,0.3333333333333333,0
no_history-000-risk,5,no_history,risk,risk,risk,False,,risk,risk,2.5401744329424006e-06,0.9999970875091412,3.7231642591223023e-07,1,1,1,1,1,0.9999970875091412,fairness,0.3333333333333333,0
no_history-000-risk,6,no_history,risk,risk,risk,False,,risk,risk,4.6368229655642764e-07,0.999997875212746,1.6611049573984311e-06,1,1,1,1,1,0.999997875212746,fairness,0.3333333333333333,0
no_history-000-risk,7,no_history,risk,risk,risk,False,,risk,risk,5.189594219776364e-06,0.9999947734434189,3.6962361460417943e-08,1,1,1,1,1,0.9999947734434189,fairness,0.3333333333333333,0
no_history-000-risk,8,no_history,risk,risk,risk,False,,risk,risk,9.099064906796267e-07,0.9999403253474121,5.876474609732349e-05,1,1,1,1,1,0.9999403253474121,fairness,0.3333333333333333,0
no_history-001-expertise,1,no_history,expertise,expertise,expertise,False,,expertise,expertise,1.2076540332767483e-08,2.526564081676908e-05,0.999974722282643,1,1,1,1,1,0.999974722282643,fairness,0.3333333333333333,0
no_history-001-expertise,2,no_history,expertise,expertise,expertise,False,,expertise,expertise,5.8188431890580115e-06,0.01229337411625647,0.9877008070405545,1,1,1,1,1,0.9877008070405545,fairness,0.3333333333333333,0
no_history-001-expertise,3,no_history,expertise,expertise,expertise,False,,expertise,expertise,2.5505084784160146e-08,8.467453890851811e-07,0.999999127749526,1,1,1,1,1,0.999999127749526,fairness,0.3333333333333333,0
no_history-001-expertise,4,no_history,expertise,expertise,expertise,False,,expertise,expertise,3.3741163098166824e-08,8.000504007351395e-07,0.9999991662084362,1,1,1,1,1,0.9999991662084362,fairness,0.3333333333333333,0
no_history-001-expertise,5,no_history,expertise,expertise,expertise,False,,expertise,expertise,2.121484479652177e-07,1.963253467244887e-05,0.9999801553168796,1,1,1,1,1,0.9999801553168796,fairness,0.3333333333333333,0
no_history-001-expertise,6,no_history,expertise,expertise,expertise,False,,expertise,expertise,4.7905361869053765e-06,3.7953161036680913e-06,0.9999914141477093,1,1,1,1,1,0.9999914141477093,fairness,0.3333333333333333,0
no_history-001-expertise,7,no_history,expertise,expertise,expertise,False,,expertise,expertise,3.579319870975067e-05,2.7273015666912972e-05,0.9999369337856234,1,1,1,1,1,0.9999369337856234,fairness,0.3333333333333333,0
no_history-001-expertise,8,no_history,expertise,expertise,expertise,False,,expertise,expertise,2.0095854281471972e-06,0.0008772806394323526,0.9991207097751396,1,1,1,1,1,0.9991207097751396,fairness,0.3333333333333333,0
no_history-001-fairness,1,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9997814916862487,0.00021849647603932278,1.1837712041846618e-08,1,1,1,0,0,0.9997814916862487,fairness,0.3333333333333333,1
no_history-001-fairness,2,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999878208043308,5.714073515748233e-06,6.465122153375138e-06,1,1,1,0,0,0.9999878208043308,fairness,0.3333333333333333,1
no_history-001-fairness,3,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9998136975000136,6.282450989702879e-08,0.0001862396754766309,1,1,1,0,0,0.9998136975000136,fairness,0.3333333333333333,1
no_history-001-fairness,4,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999995713413147,4.251962557216044e-07,3.4624296351928073e-09,1,1,1,0,0,0.9999995713413147,fairness,0.3333333333333333,1
no_history-001-fairness,5,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999997680207277,1.2702273244716187e-07,1.0495654001417779e-07,1,1,1,0,0,0.9999997680207277,fairness,0.3333333333333333,1
